Cod_InstitucionEjecutora|Cod_InstitucionEjecutora2|Institucion|NombreInstitucion|Institucion2|Direccion|DireccionInstitucion|DireccionProfesional|Ciudad|CiudadInstitucion|CiudadProfesional|PaisInstitucion|PaisProfesional|Tlf1Proyecto|Telefono1|Telefono2|FaxProyecto|Fax1Proyecto|Fax2Proyecto|EmailProyecto|Email|PaginaWeb|ApartadoAereo
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|No Disponible|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 2419967|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá, D.C., Departamento de Cundinamarca|Santafé de Bogotá|Santafé de Bogotá|Colombia|No Disponible|57-1/ 286. 53.55 / 286.29.69|57-1/ 286. 53.55 / 286.29.69|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A. A. No. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº 20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº 20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº 20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|No Disponible|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 2419967|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá, D.C., Departamento de Cundinamarca|Santafé de Bogotá|Santafé de Bogotá|Colombia|No Disponible|57-1/ 286. 53.55 / 286.29.69|57-1/ 286. 53.55 / 286.29.69|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A. A. No. 18261
121|121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº 20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº 20-90|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº 20-90|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66||||A.A. 18261
122|122|METALIBEC|METALIBEC|METALIBEC|Calle 68-B, No. 18-30|Calle 68-B, No. 18-30|Calle 68-B, No. 18-30| Bogotá| Bogotá| Bogotá|Colombia|Colombia|+57-1-2613277 |+57-1-2613277 ||||||||
123|123|CESAP-AMAZONIA|CESAP-AMAZONIA|CESAP_CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Puerto Ayacucho, Estado Amazonas|Puerto Ayacucho (Estado Amazonas)|Puerto Ayacucho (Estado Amazonas)|Venezuela|Venezuela|58-248/ 521 44 83 |58-248/ 521 44 83 |||58-248/521 06 52||amazoniaptoayac@hotmail.com|amazoniaptoayac@hotmail.com||38
123|123|CESAP-CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|CESAP-CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|CESAP_CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA||Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Puerto Ayacucho, Estado Amazonas|Puerto Ayacucho (Estado Amazonas)|Puerto Ayacucho (Estado Amazonas)|Venezuela|Venezuela|(0248) 521 44 83 |(0248) 521 44 83 |||0248- 521 06 52||amazoniaptoayac@hotmail.com|amazoniaptoayac@hotmail.com||
123|123|CESAP-CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|CESAP-CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|CESAP_CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Puerto Ayacucho, Estado Amazonas|Puerto Ayacucho (Estado Amazonas)|Puerto Ayacucho (Estado Amazonas)|Venezuela|No Disponible| (0248) 521 44 83| (0248) 521 44 83||| 0248 -521 06 52||amazoniaptoayac@hotmail.com|amazoniaptoayac@hotmail.com||38
123|123|CESAP-CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|CESAP-CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|CESAP_CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Puerto Ayacucho, Estado Amazonas|Puerto Ayacucho (Estado Amazonas)|Puerto Ayacucho (Estado Amazonas)|Venezuela|No Disponible| (0248) 521 44 83 | (0248) 521 44 83 ||| 0248- 521 06 52||amazoniaptoayac@hotmail.com|amazoniaptoayac@hotmail.com||38
123|123|CESAP-CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|CESAP-CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|CESAP_CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Puerto Ayacucho, Estado Amazonas|Puerto Ayacucho (Estado Amazonas)|Puerto Ayacucho (Estado Amazonas)|Venezuela|Venezuela|(0248) 521 44 83 |(0248) 521 44 83 ||| 0248-521 06 52||amazoniaptoayac@hotmail.com|amazoniaptoayac@hotmail.com||
123|123|CESAP-CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|CESAP-CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|CESAP_CENTRO AL SERVICIO DE LA ACCION POPULAR - AMAZONIA|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|CESAP-AMAZONIA:  Barrio Upata, Av. Principal, frente a Inspectoría de Tránsito|Puerto Ayacucho, Estado Amazonas|Puerto Ayacucho (Estado Amazonas)|Puerto Ayacucho (Estado Amazonas)|Venezuela|Venezuela|(0248) 521 44 83|(0248) 521 44 83|||(0248) 521 06 52||amazoniaptoayac@hotmail.com|amazoniaptoayac@hotmail.com||
124|124|FUNDABITAT - Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas|FUNDABITAT - Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas|FUNDABITAT - Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas|Parque Central, Edificio San Martín, Piso 16, Apto. 16-G|Parque Central, Edificio San Martín, Piso 16, Apto. 16-G|Parque Central, Edificio San Martín, Piso 16, Apto. 16-G|Caracas, D.C|Caracas, D.C.|Caracas, D.C.|Venezuela|Venezuela|58-212/ 573.05.93 |58-212/ 573.05.93 ||58-212/ 573.05.93|58-212/ 573.05.93 ||fundabitat@gmail.com|fundabitat@gmail.com|www.fundabitat.org.ve|
124|124|FUNDABITAT - Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas|FUNDABITAT - Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas|FUNDABITAT -Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas|Parque Central, Edificio San Martín, Piso 16, Apto. 16-G|Parque Central, Edificio San Martín, Piso 16, Apto. 16-G|Parque Central, Edificio San Martín, Piso 16, Apto. 16-G|Caracas, D.C|Caracas, D.C.|Caracas, D.C.|Venezuela|Venezuela|58-212/ 573.05.93 |58-212/ 573.05.93 ||58-212/ 573.05.93|58-212/ 573.05.93 ||fundabitat@gmail.com|fundabitat@gmail.com|www.fundabitat.org.ve|
124|124|FUNDABITAT - Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas|FUNDABITAT - Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas|FUNDABITAT -Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas-|Parque Central, Edificio San Martín, Piso 16, Apto. 16-G|Parque Central, Edificio San Martín, Piso 16, Apto. 16-G|Parque Central, Edificio San Martín, Piso 16, Apto. 16-G|Caracas, D.C|Caracas, D.C.|Caracas, D.C.|Venezuela|Venezuela|58-212/ 573.05.93 |58-212/ 573.05.93 ||58-212/ 573.05.93|58-212/ 573.05.93 ||fundabitat@gmail.com|fundabitat@gmail.com|www.fundabitat.org.ve|
124|124|FUNDABITAT -Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas |FUNDABITAT -Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas |FUNDABITAT - Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas|Edf. San Martin, Pº 16, Apto 16-G, Parque Central|Edf. San Martin, Pº 16, Apto 16-G, Parque Central|Edf. San Martin, Pº 16, Apto 16-G, Parque Central|Caracas|Caracas|Caracas|Venezuela|Venezuela|58/212/5730593|58/212/5730593|||58/212/5730593||fundabitat@gmail.com|fundabitat@gmail.com|www.fundabitat.org.ve|
124|124|FUNDABITAT -Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas |FUNDABITAT -Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas |FUNDABITAT -Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas|Edf. San Martin, Pº 16, Apto 16-G, Parque Central|Edf. San Martin, Pº 16, Apto 16-G, Parque Central|Edf. San Martin, Pº 16, Apto 16-G, Parque Central|Caracas|Caracas|Caracas|Venezuela|Venezuela|58/212/5730593|58/212/5730593|||58/212/5730593||fundabitat@gmail.com|fundabitat@gmail.com|www.fundabitat.org.ve|
124|124|FUNDABITAT -Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas |FUNDABITAT -Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas |FUNDABITAT -Fundación Venezolana para la Preservación del Hábitat, Promoción y Defensa de las Culturas-|Edf. San Martin, Pº 16, Apto 16-G, Parque Central|Edf. San Martin, Pº 16, Apto 16-G, Parque Central|Edf. San Martin, Pº 16, Apto 16-G, Parque Central|Caracas|Caracas|Caracas|Venezuela|Venezuela|58/212/5730593|58/212/5730593|||58/212/5730593||fundabitat@gmail.com|fundabitat@gmail.com|www.fundabitat.org.ve|
